tile_id,x,y,true_pm,pred_pm,population,true_exposure,pred_exposure
395,20.444308282878595,33.458853335660294,159.68382110428942,152.11647325131088,680.510736586232,108666.5547205841,103516.89325914942
1913,24.727212576002618,32.75455092381381,168.57726857913158,160.8366172725058,1117.1973511865735,188334.0779268734,179686.24279065218
2542,15.287267437293455,35.39766256967872,150.01620599681678,142.47667370634082,371.31091907933387,55702.65532547272,52903.14466126777
2766,20.03694596997246,33.333962834492375,178.00617857865439,186.62210934039797,903.4668378014179,160822.67926957138,168606.88698959982
3134,32.4615994881228,30.16551275598971,178.23917265096074,170.03290674981238,1655.063158084948,294997.0879821474,281415.199623708
4689,32.78671391420545,29.47637836549304,165.18241239460698,174.63170654766375,1682.2314561506041,277875.0501330493,293770.94999574136
5468,23.3271291274636,30.157545006860367,160.38489828725304,158.78078439021448,1390.1604641329068,222960.74464291672,220730.76892328757
5858,24.95024468984374,28.677047737166465,175.47471944319562,168.8401477285653,1307.6535879511357,229460.14647461366,220784.42496745824
6714,28.204788405384637,27.054195602542592,169.1100369911774,175.18455035276003,1416.7724369672499,239590.43922361216,248196.6423222917
6882,17.89986245140576,31.04249498756115,151.0711978967936,161.9815033942264,674.4493437831333,101889.8702860243,109248.31866924136
7852,26.15578175949649,30.395861034445755,166.08519978133356,162.1463590054776,1358.8368078104204,225682.68269542322,220330.44086908558
8118,17.871275087981928,29.602782142552932,159.2614868907682,161.98971467925116,926.8579198941168,147612.77045882156,150141.44999185222
9625,31.53206611207673,32.88467244609853,151.5832910790574,161.6638618901819,1076.3000293408384,163149.10063597033,173998.81929575602
10634,28.62504634352051,30.824902154740776,168.2893301411399,143.63797127384436,1446.4188794987372,243416.86433434064,207760.67346338576
11880,26.623748456089377,26.4176457603566,150.49785260266862,172.77547934536915,1815.2697814158212,273194.20399759675,313634.106625282
12039,26.005176684959693,31.04529434760892,167.66325567860594,181.43904175820467,1146.9079829935768,192294.32639248628,208093.88541918987
12599,17.669872587673538,37.1564037652023,151.1923968809231,160.54048899648103,654.0765431878818,98891.40030816446,105005.76808451049
13250,34.269138508523206,8.353005568748184,155.15099913867556,154.89496207631683,347.9512125315232,53984.978275779475,53895.88986947874
13765,27.98073679484877,25.35308472108328,152.05332394956685,162.09525458040574,1784.4532066830768,271332.04150862526,289251.3968241147
14714,29.658961361941376,28.47326799180443,177.09352920456655,159.89470956440616,1432.3557542885426,253660.93560342697,229026.10732487243
16663,22.99342749658405,35.068201485002035,153.39328290495638,140.97811133338112,762.6518107965612,116985.66497149419,107517.21189108232
16884,23.98339009526392,28.0223877461245,160.38989945518753,161.91950694010882,1415.5751843472253,227043.96148871002,229209.23588615638
