tile_id,x,y,true_pm,pred_pm,population,true_exposure,pred_exposure
13625,27.653872168943114,27.68733621570629,176.7046992556491,196.68992128478584,1758.0853257582608,310661.93875388335,345797.6643353294
11644,26.55877821524809,25.24564798433477,156.59633631390184,185.51580273640045,1828.5292606028704,286340.98305317736,339221.07360773825
3486,30.437719952277902,28.82103904663191,183.93726360157692,210.825224882608,1596.3271667564434,293624.05086603836,336546.03391764365
3843,27.36580123151113,27.137967538523583,164.7696195445823,197.89383737325957,1667.51088618083,274755.13430246466,329990.12812800915
12475,31.004079671524828,23.480296020503207,157.06932277482002,192.62755776876685,1711.0158419437557,268748.09955109423,329588.80293729604
1896,29.514278744227827,26.915569222869028,172.0156073177987,181.49763586270913,1794.750127814254,308725.03321966575,325742.9051625822
8464,29.39605547815894,26.360722843742536,179.255559472082,183.16690120469525,1759.2439520550677,315354.2588735078,322235.2631610282
12712,29.542042725789102,26.83950169210361,171.00157014942798,180.13961900327547,1783.6471180818023,305006.45778449037,321305.5122875462
15658,30.594676921475596,27.694757857895734,165.3899999154471,181.82073751682802,1758.180434394831,290785.4618959019,319673.6632693252
611,29.434608426706053,27.440851743224503,176.6593853923872,186.9935409157486,1708.5019819858835,301822.91007930157,319478.8352731149
6517,29.30588679522065,26.463686481071353,177.65249011912962,185.32377396338535,1712.2814927955712,304191.0709800337,317326.4683325345
8447,30.602144230617174,27.298753139552364,167.14960061555672,193.5884059145108,1632.4064969816982,272856.0940127309,316014.9715551776
6454,30.02828742072898,29.080454781593858,177.06004464385273,186.3956609506495,1693.280829004082,299812.37917804276,315620.1992972796
11880,26.623748456089377,26.4176457603566,150.49785260266862,172.77547934536915,1815.2697814158212,273194.20399759675,313634.106625282
12408,29.203874403129706,28.034040091780007,171.91251945223138,182.08309174800658,1715.003038336547,294830.4931886676,312273.0555775435
3840,30.715190704462486,29.072363571869037,177.3553097047902,194.81530552426628,1599.7619358434122,283726.27358544304,311658.110297426
15704,28.36240089242842,26.574157104994462,169.2953706693578,183.1800200891081,1684.6091140611552,285196.52439796174,308586.731356017
4999,27.685352274088146,28.98906571876118,187.6595478280001,189.73068125160293,1626.0071642640605,305135.76921088225,308503.44699580723
1755,26.037418356563595,25.691876133697754,153.6918684251238,166.17189428957676,1847.3279225550132,283919.28001138236,306973.9802649951
9530,24.366796387501456,27.9867492107724,156.7372473827832,182.10169036647335,1670.6158357479417,261847.72752922025,304221.9676426988
5947,30.034303901300817,29.963578539339828,186.01406768570226,180.60680431906923,1681.9291615359666,312862.48489650775,303767.8509560625
